Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Krystal Laurence,1,Neonatal Nurse,88000,1,1,1,2,1,2,1,1,2,0,1,0,1,1,1,0,2,1,2,1,1,2,2,1,1,1,1,2,1,0,0,1,1,1,2,2,0,0,0,2,2,0
Hattie Eliseo,1,Nursing Management,93000,0,0,1,2,2,1,1,0,0,2,1,1,0,1,0,2,0,1,1,1,1,0,2,1,0,1,2,2,2,1,0,2,0,0,2,1,0,1,0,0,2,2
Marshall Jordan,1,Health Informatics,95000,0,1,1,2,0,2,0,1,1,2,2,2,2,1,0,1,2,2,2,2,2,2,0,0,0,0,2,1,2,2,2,2,0,1,0,0,2,1,1,1,1,1
Lizzie Garland,1,Labor and Delivery Nurse,90000,0,1,2,2,0,1,2,0,0,2,1,1,1,0,0,0,1,2,1,2,2,1,1,2,1,0,1,2,2,0,1,0,2,0,0,2,2,0,2,1,1,1
Diann Xavier,1,Health Informatics,95000,2,1,1,1,0,0,1,1,2,2,1,1,0,1,2,2,2,0,1,2,1,2,1,2,0,2,1,1,2,0,2,1,2,0,0,2,1,2,0,2,1,1
Guadalupe Emil,1,Gerontological Nursing,72000,0,0,1,2,2,1,0,0,0,0,0,1,0,0,1,2,1,2,2,2,1,2,0,0,1,0,0,0,2,1,0,2,1,1,2,0,2,0,0,1,2,2
Everett Nicolas,1,Labor and Delivery Nurse,90000,2,0,2,2,1,0,0,0,2,2,2,2,0,1,0,1,1,0,0,0,2,0,1,2,2,1,0,1,0,0,0,2,1,2,1,2,2,2,2,1,1,2
Aron Leo,1,Nurse Midwife,91000,0,2,0,0,0,2,0,0,1,0,1,0,1,0,2,1,2,2,2,0,2,2,0,1,1,1,1,1,0,2,0,2,1,0,2,1,0,0,2,1,1,2
Kenia Hope,1,Gerontological Nursing,72000,2,0,0,1,2,2,0,2,0,1,1,1,0,2,2,2,2,1,2,0,1,2,2,0,0,1,0,1,2,0,2,1,2,2,0,2,1,2,2,1,2,2
Lidie Helen,1,Nurse Educator,70000,1,0,1,2,1,0,1,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,1,2,0,1,0,1,0,1,1,2,2,2,0,1,1,1,0,1
Eva Princess,1,Surgical Nurse,78000,0,0,2,0,2,0,2,1,2,1,0,0,1,1,2,0,0,2,1,2,0,0,0,0,0,2,1,2,2,1,2,0,1,1,0,0,0,2,1,2,1,1
Tracie Jena,1,Occupational Health Nursing,73000,1,0,1,2,0,0,2,1,0,0,0,2,1,1,1,0,0,0,2,2,2,0,0,0,0,1,1,2,2,1,1,0,0,2,1,0,2,2,2,1,2,1
Madeline Davion,1,Mental Health Nursing,72000,2,0,2,0,2,2,0,2,2,0,2,1,0,2,2,2,1,1,2,0,1,0,2,2,1,2,2,0,1,2,2,1,0,1,1,1,1,1,0,1,0,1
Gaston Emmitt,1,Labor and Delivery Nurse,90000,0,2,1,1,2,2,1,2,1,2,0,2,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,1,2,2,2,1,0,1,1,1
Nancy Raphael,1,Licensed Practical Nurse,60000,1,2,0,1,1,1,2,0,0,2,1,1,0,2,1,0,1,0,2,1,0,1,1,1,0,1,1,0,1,1,2,2,1,0,1,0,0,2,2,1,1,1
Magdalene Artis,1,Public Health Nurse,65000,2,1,2,1,2,0,1,1,2,2,0,2,0,0,2,0,1,1,0,0,2,1,1,2,1,2,2,0,0,2,0,1,0,1,1,1,0,0,0,2,0,0
Wyman Clement,1,Nurse Anesthetist,160000,1,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,2,1,1,0,0,2,1,0,2,0,0,2,0,1,0,1,2,0,1,2,2,2,0,0,1
Christopher Mima,1,Clinical Nurse Specialist,97000,2,0,1,2,0,1,0,2,2,2,2,1,0,0,1,0,1,1,0,2,1,1,2,2,2,2,1,1,0,2,1,1,0,2,1,2,2,2,1,2,2,1
Maurice Miguel,1,Gerontological Nursing,72000,1,0,1,0,1,1,2,0,0,0,2,2,1,2,1,1,0,2,2,2,2,0,1,0,0,0,1,1,1,2,1,2,0,0,2,1,0,1,0,1,0,2
Jamie Estela,1,Neonatal Nurse,88000,0,1,1,2,1,1,2,2,1,0,2,1,0,0,1,0,1,2,1,2,2,1,0,1,1,0,0,1,1,0,1,2,2,0,2,2,0,0,0,2,1,0
Hildur Lavonne,1,Clinical Nurse Specialist,97000,0,2,2,1,2,0,2,0,2,0,2,2,0,0,2,2,0,2,0,2,1,0,1,1,0,0,2,0,0,0,0,2,0,0,2,1,0,0,1,1,1,2
Vaughn Verona,1,Critical Care Nurse,85000,1,1,1,0,1,1,2,0,1,0,0,1,1,2,2,0,1,2,0,1,0,0,1,1,2,2,0,1,0,2,2,1,0,0,0,0,0,2,2,0,2,2
Glynda Helmer,1,Gerontological Nursing,72000,1,1,0,2,0,2,1,2,0,1,2,0,1,0,1,0,1,0,2,2,1,2,2,2,1,1,0,1,2,1,1,0,2,0,2,0,1,0,1,1,1,0
Cyril Tana,1,Mental Health Nursing,72000,1,0,2,2,2,2,1,2,2,0,0,1,1,0,0,2,0,0,0,1,1,0,2,1,0,2,1,1,1,2,2,1,1,2,0,2,1,2,0,0,2,0
Deirdre Sylvia,1,Critical Care Nurse,85000,1,2,1,0,1,0,0,1,2,0,1,2,1,2,0,0,2,1,0,2,1,1,1,1,0,1,1,1,1,0,2,0,1,2,0,0,1,1,2,1,0,0
Turner Darlene,1,Mental Health Nursing,72000,0,0,2,0,0,0,2,2,0,2,0,1,0,0,0,2,2,2,0,0,2,0,0,2,1,2,1,2,2,1,1,1,1,0,2,1,1,2,1,1,2,0
Estell Mona,1,Health Informatics,95000,0,0,0,1,1,1,1,0,2,0,0,1,0,0,1,0,0,2,2,0,1,2,0,0,0,1,1,0,2,0,1,1,2,0,0,0,1,0,2,0,2,1
August William,1,Mental Health Nursing,72000,1,0,0,0,2,0,2,1,2,2,2,1,2,1,1,0,0,2,2,2,1,0,0,2,0,0,0,1,2,1,1,0,1,1,2,1,1,1,2,0,2,1
Littleton Vernon,1,Labor and Delivery Nurse,90000,0,2,0,2,2,0,1,0,1,2,0,2,1,0,0,0,1,0,2,0,1,0,0,2,1,2,1,2,0,1,0,0,0,1,1,2,2,1,1,2,2,2
Alva Trevor,1,Nursing Management,93000,1,2,0,1,0,1,1,2,0,2,2,0,2,0,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,2,0,2
Archibald Terry,1,Clinical Nurse Specialist,97000,1,0,2,0,1,2,0,0,1,2,1,2,2,0,2,2,0,0,0,0,1,0,0,1,0,1,2,2,0,1,0,1,2,1,1,2,1,1,2,2,1,1
Brian Brenda,1,Occupational Health Nursing,73000,1,0,0,1,0,2,0,0,1,1,1,1,1,1,1,1,2,1,0,2,1,2,2,2,2,1,2,0,2,2,0,0,2,2,2,0,2,0,0,0,1,2
Joann Blanca,1,Mental Health Nursing,72000,0,1,0,1,2,2,1,0,2,1,1,0,1,2,2,1,1,0,2,0,0,2,0,2,2,0,1,0,1,2,0,2,0,0,0,1,2,0,2,1,0,1
Nels Vivian,1,Pediatric Nursing,68000,1,0,0,1,0,1,1,0,1,1,2,2,1,0,0,1,2,2,2,2,2,1,2,2,0,0,0,0,0,2,2,1,2,0,0,0,2,1,1,1,2,0
Ben Alpha,1,Neonatal Nurse,88000,1,0,2,2,2,0,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1,2,2,2,0,2,1,2,1,2,0,0,2,0,2,1,0,1,0,1,2,1
Judith Abraham,1,Labor and Delivery Nurse,90000,1,2,0,2,0,1,1,2,0,2,1,0,0,0,0,2,0,2,0,1,0,0,1,0,1,2,0,0,1,1,1,1,2,1,0,1,1,1,1,1,0,0
Patricia Alisa,1,Mental Health Nursing,72000,2,2,2,1,0,0,0,1,1,2,2,0,1,1,1,1,1,2,2,0,2,0,2,1,2,1,1,2,2,1,2,1,0,2,1,0,1,1,2,0,0,1
Alana Artie,1,Health Informatics,95000,2,2,0,0,1,0,0,0,0,2,1,0,1,1,0,1,1,2,1,0,0,2,1,2,0,2,1,2,0,1,0,1,2,0,1,2,0,1,1,2,0,1
Raphael Christian,1,Nurse Midwife,91000,1,1,1,1,1,2,2,0,2,0,1,0,0,1,1,1,0,2,1,2,1,0,1,2,1,0,2,1,2,1,1,0,2,1,0,2,2,2,0,1,2,2
Jossie Mason,1,Clinical Nurse Specialist,97000,1,0,1,1,1,0,2,0,1,2,2,0,0,0,1,2,0,2,0,1,2,2,1,1,0,2,2,2,0,0,2,2,2,2,2,2,2,1,0,1,1,0
Walton Darrel,1,Clinical Nurse Specialist,97000,0,2,2,1,0,2,1,1,1,0,2,0,2,0,0,1,1,0,0,0,1,0,0,2,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Emmer Doretha,1,Mental Health Nursing,72000,0,2,2,0,0,0,0,0,2,1,0,1,2,1,2,1,1,0,0,2,2,0,1,0,1,0,0,2,2,0,1,0,2,1,2,1,2,0,1,1,2,0
Monte Joe,1,Occupational Health Nursing,73000,2,2,1,2,2,1,1,0,1,1,1,1,2,2,1,2,0,0,1,0,2,2,0,0,0,1,2,1,0,0,2,0,2,0,0,1,0,1,2,1,0,0
Fabian Douglas,1,Licensed Practical Nurse,60000,0,1,1,1,1,2,0,0,2,0,2,1,2,1,2,1,1,0,0,0,0,0,2,1,2,0,1,2,1,1,0,1,2,0,2,2,1,0,2,0,0,0
Lucinda Corbett,1,Labor and Delivery Nurse,90000,1,2,0,1,2,1,2,0,1,0,2,0,2,1,2,2,0,2,2,0,2,0,1,2,2,0,0,1,1,0,1,2,2,0,0,2,2,2,0,1,0,0
Christ Reynaldo,1,Registered Nurse,75000,0,2,0,1,1,1,2,0,2,2,1,2,2,2,2,2,1,0,1,0,2,0,2,1,1,0,2,0,1,1,2,2,2,1,1,0,2,0,1,0,0,1
Vina Leonard,1,Nursing Management,93000,2,0,2,1,0,0,0,1,1,0,2,1,0,1,1,1,1,1,1,0,0,1,2,1,2,2,0,1,1,2,2,0,1,2,0,2,1,1,2,2,2,1
Santiago Rene,1,Cardiac Nursing,80000,2,1,0,0,0,1,1,1,2,0,1,1,1,0,1,2,2,2,0,0,1,0,0,0,2,0,0,0,0,1,1,2,2,1,1,1,1,0,0,1,1,1
Alvin Antonina,1,Neonatal Nurse,88000,0,0,1,1,1,1,1,2,2,1,0,2,1,1,0,0,0,2,0,0,1,0,2,0,2,1,2,0,1,2,2,2,2,0,0,0,0,1,1,2,1,0
Bernie Jonathan,1,Cardiac Nursing,80000,1,1,2,0,2,2,0,1,2,0,2,2,0,1,2,0,2,0,0,2,2,0,2,1,0,1,1,2,1,1,0,1,2,0,0,1,1,1,0,1,2,1
Roseann Eddie,1,Nursing Assistant,40000,2,1,1,2,1,2,2,2,0,2,0,2,1,0,2,1,2,0,1,2,2,1,0,2,2,1,0,1,0,2,0,0,2,0,0,1,1,0,2,1,2,2
Quinn Alice,1,Cardiac Nursing,80000,1,1,0,1,2,2,0,0,2,0,0,1,0,1,2,1,0,1,0,1,0,2,2,1,1,2,0,0,1,0,0,2,2,2,2,0,2,2,0,2,2,0
Brandy Marshall,1,Licensed Practical Nurse,60000,0,0,0,1,2,1,2,0,0,2,2,0,1,0,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,2,1,0,1,0,2,0
Bill Julie,1,Cardiac Nursing,80000,0,1,0,2,1,0,1,0,0,2,1,2,0,2,1,0,1,1,2,0,1,1,0,1,2,2,1,2,1,1,1,1,0,2,2,1,2,0,0,2,1,0
Cecelia Angie,1,Nursing Management,93000,0,0,0,1,1,1,2,0,2,2,2,2,1,0,0,2,0,0,1,2,1,0,2,1,2,2,0,1,1,2,1,2,2,0,1,0,2,1,1,0,1,1
Gale Liliana,1,Occupational Health Nursing,73000,1,1,1,0,0,0,2,0,1,2,1,1,2,0,0,1,2,0,1,1,2,0,1,1,1,2,1,0,0,0,1,1,1,2,2,0,1,2,0,2,2,1
Kathryne Grace,1,Mental Health Nursing,72000,0,1,1,1,2,0,0,0,0,0,0,0,0,2,1,0,1,2,2,2,1,1,1,1,1,0,2,1,0,1,0,2,1,2,0,1,0,1,0,1,1,1
Roosevelt Andres,1,Nurse Educator,70000,2,0,2,2,2,0,2,0,1,1,1,2,0,0,2,1,2,1,0,2,0,1,1,0,0,0,2,1,0,1,1,1,0,1,2,0,2,2,0,0,2,0
Vernon Sophia,1,Cardiac Nursing,80000,1,1,2,2,0,2,0,2,2,1,1,1,2,0,2,0,1,1,1,0,1,0,0,2,2,0,0,1,0,0,2,2,0,2,1,0,1,2,1,2,2,0
Lyn Marco,1,Health Informatics,95000,2,0,1,2,1,2,1,1,0,0,1,2,1,1,0,1,0,0,1,1,0,0,2,2,2,1,1,2,1,1,1,0,2,0,0,0,1,0,2,0,1,1
Porter Alana,1,Gerontological Nursing,72000,1,0,2,1,2,1,0,0,1,1,0,2,1,0,2,2,0,0,1,2,0,2,2,2,0,0,0,2,0,1,2,2,1,1,0,0,1,2,1,0,0,1
Becky Scott,1,Gerontological Nursing,72000,0,1,0,1,0,2,0,2,2,0,2,1,1,2,0,0,1,0,1,0,2,2,2,0,0,1,0,2,0,0,1,0,0,2,2,1,0,2,2,2,1,1
Jarred Bridgett,1,Neonatal Nurse,88000,1,0,2,2,0,0,0,1,2,1,2,1,1,0,2,0,2,0,0,0,2,0,0,2,0,1,1,1,1,0,0,0,2,1,0,2,1,0,1,1,2,0
Howell Trinity,1,Emergency Nursing,82000,1,1,1,0,2,1,0,1,0,2,2,1,2,1,2,1,1,0,1,0,2,2,0,0,2,2,2,1,2,2,0,1,1,2,2,1,2,0,2,0,0,1
Humberto Tena,1,Emergency Nursing,82000,0,1,0,0,2,0,2,0,0,2,0,0,1,0,0,1,2,0,0,2,2,0,1,0,2,0,0,0,0,1,2,1,2,0,0,1,1,1,1,1,2,0
Grant Kendrick,1,Critical Care Nurse,85000,0,2,2,2,0,0,2,2,2,0,1,2,0,0,2,2,1,2,0,1,0,2,1,2,0,2,0,0,1,2,1,0,1,0,2,0,0,0,2,0,1,0
Eddie Elenor,1,Nurse Midwife,91000,1,0,2,0,2,2,0,1,1,0,2,1,1,1,2,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,0,2,2,1,0,2,2,1,0,2,2,1
Herbert Madeline,1,Nurse Practitioner,100000,0,0,2,0,1,2,1,0,2,1,1,0,2,1,1,2,1,2,1,0,1,2,0,1,0,1,1,2,2,2,1,2,1,1,0,2,0,0,2,0,1,2
Kasey Alberto,1,Nurse Educator,70000,2,0,1,0,2,2,1,0,1,0,0,2,0,2,0,2,0,2,2,0,1,2,1,1,2,1,0,2,2,1,1,2,1,2,0,0,0,2,1,2,1,2
Hulda Muriel,1,Gerontological Nursing,72000,1,1,0,0,1,2,0,0,2,2,0,2,1,0,1,2,1,2,2,2,0,2,0,2,2,1,2,1,0,0,0,0,2,2,1,2,0,0,1,2,1,2
Delilah Carlisle,1,Emergency Nursing,82000,2,2,1,0,0,2,0,2,2,1,1,1,0,2,0,0,1,2,1,0,2,0,2,1,1,0,2,1,0,2,2,2,0,2,2,2,0,2,2,0,0,1
Webster Vicente,1,Nurse Anesthetist,160000,0,2,1,1,2,2,0,0,2,2,0,0,2,0,2,2,0,1,0,1,2,0,2,0,1,0,1,1,0,1,1,1,2,0,1,2,2,2,2,2,0,2
Bertha Jodi,1,Mental Health Nursing,72000,2,1,1,0,2,1,1,0,1,2,2,2,2,2,0,0,2,0,2,2,2,1,0,0,2,1,1,1,0,2,2,0,1,1,2,0,0,2,2,1,2,2
Max Haywood,1,Registered Nurse,75000,2,0,0,0,2,2,2,1,2,2,0,1,0,2,1,1,2,2,0,2,2,0,2,1,0,1,0,1,0,0,2,2,0,2,2,0,0,1,0,0,1,2
Tory Johnnie,1,Nurse Anesthetist,160000,0,2,0,1,1,0,1,1,0,2,1,2,1,0,0,2,2,1,1,0,2,2,1,2,2,1,0,2,1,0,2,1,2,0,1,2,0,0,2,2,1,2
Frieda Misti,1,Dialysis Nurse,74000,1,1,2,2,0,0,0,2,2,2,0,1,2,2,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,2,0,2,1,1,1,2,1,0,2,1,0,2
Essie Nanette,1,Gerontological Nursing,72000,0,2,2,1,1,1,0,0,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,0,0,0,1,0,2,0,0,1,1,0,2,0
Gustave Olevia,1,Nursing Assistant,40000,0,1,2,0,2,0,1,2,2,1,2,1,0,1,1,1,0,1,0,2,1,1,0,1,0,0,2,0,1,1,1,0,2,1,0,1,2,2,1,1,0,0
Sebastian Veronica,1,Mental Health Nursing,72000,1,1,2,2,0,1,0,2,0,2,1,1,2,1,1,0,1,1,1,2,2,0,0,0,2,1,0,2,2,0,2,2,0,0,2,0,1,0,0,0,0,1
Lavonne Quentin,1,Emergency Nursing,82000,0,1,0,0,0,2,2,2,1,2,1,2,2,1,1,1,2,0,2,1,1,2,1,1,0,0,2,0,0,1,0,2,1,2,1,2,1,2,1,0,1,0
Enos Albert,1,Registered Nurse,75000,1,0,0,0,2,1,0,2,2,0,0,1,2,1,1,0,1,2,0,1,1,1,1,2,2,0,1,2,1,2,1,1,1,2,0,2,2,2,1,1,0,0
Melody Kalyn,1,Surgical Nurse,78000,0,1,1,1,1,1,0,1,1,1,0,1,2,1,0,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,2,2,1,0,2,2
Royce Yolanda,1,Cardiac Nursing,80000,2,2,0,0,2,2,0,0,1,2,2,1,0,2,0,2,0,1,0,2,2,2,0,0,1,1,0,0,0,1,2,2,1,0,1,2,2,0,0,2,0,1
Demario Jacoby,1,Critical Care Nurse,85000,1,2,2,1,2,2,1,0,1,1,1,0,0,2,0,1,0,1,2,2,0,1,1,1,0,1,0,2,2,0,0,0,2,1,0,0,1,1,0,2,1,2
Delmar Hyman,1,Nurse Midwife,91000,0,2,1,2,0,2,1,1,1,1,0,2,0,0,2,0,0,2,0,1,0,0,1,2,2,1,2,1,2,2,1,2,1,2,0,2,2,2,2,2,1,2
Duncan Gay,1,Gerontological Nursing,72000,1,0,0,0,1,1,0,1,0,1,0,2,0,1,0,0,2,0,1,1,1,0,1,2,0,0,2,2,1,1,2,1,2,0,1,2,0,0,2,1,2,1
Marilyn Margarett,1,Public Health Nurse,65000,0,2,0,0,2,1,1,1,0,1,2,1,0,2,2,1,0,0,2,0,0,2,0,0,2,1,2,2,1,0,1,2,2,2,0,2,2,0,2,2,2,2
Royce Annette,1,Nurse Practitioner,100000,2,0,0,2,1,2,2,2,2,0,0,1,1,0,1,0,1,2,1,1,0,1,1,2,0,1,0,1,1,0,0,0,1,2,1,1,2,1,1,2,0,2
Kory Gertie,1,Nursing Assistant,40000,2,0,1,1,1,0,1,1,0,2,0,2,0,1,1,0,2,1,1,0,1,2,1,0,0,1,0,2,2,1,2,0,1,2,1,2,1,1,0,2,2,1
Emily Kay,1,Emergency Nursing,82000,0,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,0,1,2,1,0,0,1,2,2,1,1,0,2,2,0,2,2,0,0,0,1,0,1,0,1,2
Burton Britt,1,Mental Health Nursing,72000,1,1,1,0,0,2,0,1,0,2,1,1,1,0,2,1,1,0,1,1,1,0,0,1,0,1,0,0,2,0,2,1,2,0,0,0,0,2,2,2,1,1
Genaro Glennie,1,Nurse Midwife,91000,0,2,1,0,1,1,1,2,0,2,1,0,2,0,0,1,2,1,0,2,1,2,1,0,1,2,1,0,0,2,0,2,0,1,1,0,1,1,2,0,1,0
Lizzie Wesley,1,Occupational Health Nursing,73000,1,2,2,0,1,0,0,1,2,0,0,1,2,2,0,0,0,0,2,2,2,1,0,2,2,2,0,2,1,1,2,1,2,1,2,2,1,2,2,1,2,0
Marsha James,1,Mental Health Nursing,72000,0,1,2,2,1,2,0,2,1,2,0,0,0,2,2,2,1,2,2,0,2,0,2,0,2,0,0,0,0,2,1,0,2,1,2,0,2,2,1,2,0,2
Reggie Isaac,1,Nurse Midwife,91000,0,2,1,1,1,1,0,1,2,2,2,0,2,1,2,2,0,0,0,0,2,1,2,0,1,0,1,1,1,1,2,2,1,0,0,2,1,0,2,2,2,0
Wilson Leslie,1,Gerontological Nursing,72000,1,2,0,0,1,0,0,2,0,1,1,2,1,2,2,1,2,2,2,1,1,2,1,0,0,0,1,0,0,2,2,0,1,1,1,2,2,2,1,2,0,2
Dena Ruby,1,Registered Nurse,75000,1,0,2,1,2,2,2,0,2,1,0,1,1,1,1,0,0,2,1,2,0,2,0,2,1,1,0,1,2,0,2,0,1,1,1,2,2,2,0,0,2,2
Domingo Lily,1,Critical Care Nurse,85000,2,0,1,2,0,1,1,0,2,2,2,0,2,1,1,2,0,1,1,1,1,0,2,0,1,1,2,2,2,0,2,2,0,1,0,2,2,2,1,0,1,2
Kelly Asa,1,Public Health Nurse,65000,0,1,0,2,1,0,1,2,0,2,1,0,1,1,1,1,1,1,1,2,1,2,0,2,1,1,0,1,0,0,2,0,0,0,2,0,2,1,2,2,0,0
Rebecca Lurline,1,Labor and Delivery Nurse,90000,2,0,2,1,2,0,1,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,1,0,2,0,2,2,0,0,1,2,0
Queenie Delbert,1,Registered Nurse,75000,1,0,0,0,2,1,2,0,1,1,1,0,2,2,2,0,1,2,2,0,0,0,2,2,0,1,2,0,1,0,2,2,0,2,2,2,1,1,0,1,1,2
Clarice Weldon,1,Nurse Anesthetist,160000,0,2,2,1,0,1,0,1,1,0,2,2,0,1,0,2,1,0,1,2,1,2,0,1,2,1,2,1,0,2,0,2,1,2,0,2,1,1,2,0,0,0
Lucero Lea,1,Pediatric Nursing,68000,0,1,1,1,2,1,2,1,2,2,1,0,2,0,1,0,0,0,1,0,2,1,2,0,0,0,1,0,1,1,2,2,1,0,2,2,0,0,1,2,1,2
Reuben Zella,1,Nurse Practitioner,100000,0,2,0,1,1,1,0,0,1,2,1,2,1,1,0,0,2,0,2,1,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,1,2,0,1,0,1,0
Byrd Anna,1,Licensed Practical Nurse,60000,1,0,1,2,0,0,0,0,0,2,2,2,0,2,0,1,2,1,1,0,0,2,2,2,0,0,1,0,1,0,0,1,1,0,2,0,2,1,1,0,0,0
Lucius Roger,1,Mental Health Nursing,72000,2,2,1,0,2,1,1,2,2,0,0,0,2,2,0,1,1,2,2,2,0,2,1,0,0,1,1,0,1,0,0,2,1,1,0,1,2,2,1,1,0,0
Dee Jeanette,1,Nurse Anesthetist,160000,0,0,1,0,2,2,0,2,1,1,1,0,0,1,0,2,0,0,2,1,1,1,1,1,1,1,0,1,2,1,0,0,1,0,0,1,2,0,2,0,2,1
Shelbie Dagmar,1,Nurse Educator,70000,2,1,0,2,1,1,1,2,1,0,1,1,1,1,2,0,0,2,0,0,2,1,0,1,2,1,1,1,1,1,2,2,2,0,0,2,0,1,2,2,2,1
Charmaine Gayla,1,Labor and Delivery Nurse,90000,0,0,1,2,1,1,0,1,2,2,1,1,0,2,0,2,0,2,1,1,2,0,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,1,1,2,2,2
Rhoda Chloe,1,Mental Health Nursing,72000,1,2,2,1,0,1,1,0,2,2,2,1,0,0,1,1,2,0,2,0,2,2,0,2,2,0,1,2,2,2,2,1,1,2,2,0,2,2,2,1,1,2
Ewing Kelvin,1,Nurse Educator,70000,1,2,1,2,2,0,1,1,0,1,2,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,2,0,2,2,1,0,1,2,1,2,1,2,1,0,1
Sarah Carl,1,Public Health Nurse,65000,1,0,1,0,0,2,0,1,2,0,1,0,2,0,0,0,1,0,0,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,0,2,1,0,0,0
Miguel Elton,1,Registered Nurse,75000,2,2,1,1,2,0,2,2,0,1,2,1,1,2,2,1,0,0,2,0,2,0,1,0,2,0,1,1,2,0,0,0,0,1,2,1,0,0,1,1,2,0
Hassie Jennifer,1,Nurse Practitioner,100000,0,0,1,2,1,1,2,2,0,2,1,0,0,2,1,1,2,2,2,1,0,2,0,0,1,0,0,0,2,0,1,1,0,0,1,1,1,1,2,1,0,1
Grady Johanna,1,Pediatric Nursing,68000,1,1,2,1,0,2,1,0,0,1,2,1,2,1,2,2,2,2,2,0,1,2,0,2,0,2,0,2,0,2,2,1,1,0,2,2,2,1,0,2,0,1
Lillie Gabrielle,1,Nurse Educator,70000,0,1,2,1,0,2,1,2,0,1,2,1,0,1,2,0,2,2,1,1,1,0,1,2,0,1,1,2,0,2,0,0,0,1,1,0,2,2,0,0,0,1
Eugene Louie,1,Nursing Management,93000,1,2,2,1,1,1,2,2,2,0,0,2,0,2,1,2,1,0,0,0,1,1,1,1,2,2,1,0,1,0,0,1,2,1,0,1,0,2,1,2,0,2
Paola Daisy,1,Nurse Educator,70000,0,0,0,2,0,2,2,0,2,0,2,2,2,1,2,2,0,0,2,1,1,2,2,2,0,0,0,0,1,0,2,1,0,2,2,1,0,2,2,1,0,1
Verlin Phillip,1,Nursing Management,93000,0,0,0,1,1,1,0,2,2,2,1,1,0,2,2,0,1,0,2,0,2,2,1,0,1,0,2,0,0,1,1,1,1,1,2,2,1,0,1,0,2,0
Carlie Pauline,1,Nurse Midwife,91000,1,2,2,2,2,1,0,1,2,0,2,2,0,1,2,0,0,0,2,0,1,0,2,1,0,2,1,0,2,2,0,0,1,2,1,2,1,1,2,0,2,2
Brad Lem,1,Nursing Assistant,40000,0,2,0,2,2,2,1,1,2,1,1,0,0,2,0,1,2,1,1,1,2,0,0,1,0,2,2,1,2,1,0,1,1,2,2,1,0,1,2,1,0,2
Virgil Elmer,1,Mental Health Nursing,72000,1,2,0,2,1,0,0,1,1,2,0,2,0,2,1,2,0,1,1,2,2,0,2,1,2,0,0,1,2,1,1,2,1,1,0,2,1,0,1,2,0,0
Dell Sonny,1,Nursing Management,93000,0,1,0,0,2,0,1,0,0,1,1,2,2,2,0,1,2,0,1,0,1,2,1,2,1,2,1,1,1,1,1,0,0,0,2,1,0,2,2,2,2,0
Nelson Gino,1,Nursing Management,93000,2,2,2,2,1,0,1,0,1,2,1,2,2,2,0,0,1,2,1,0,1,0,0,2,1,0,2,2,1,2,0,2,2,0,1,1,0,0,2,1,2,2
Abbie Merl,1,Nurse Anesthetist,160000,2,2,0,1,1,0,0,0,1,0,0,2,2,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,2,2,1,2,2,0,0,1,2
Doug Birtha,1,Gerontological Nursing,72000,0,1,1,0,0,1,1,0,0,1,2,1,2,0,1,2,1,1,2,1,1,2,2,0,0,1,1,0,2,0,2,1,1,1,2,1,2,2,1,0,0,0
Ora Peyton,1,Surgical Nurse,78000,1,0,0,0,1,2,1,1,1,1,0,1,2,1,0,0,0,2,1,1,1,1,1,2,0,1,1,2,0,1,1,1,0,1,2,1,0,2,1,2,2,2
