Full Name,Nurse Number,Nurse Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Genevieve Jorge,566,LPN,0,2,0,0,0,1,1,2,1,2,0,1,2,1,2,0,0,1,0,2,2,2,2,1,1,0,0,2,0,1,0,2,0,2,0,0,1,2,1,2,0,0
Tamekia Carol,567,NA,0,1,1,2,2,2,1,2,0,1,0,0,0,1,1,2,1,0,1,1,0,2,1,2,2,2,2,0,2,0,1,2,2,0,1,0,1,2,1,0,1,2
Nelson Larry,568,NA,0,2,1,0,0,0,0,0,1,1,1,0,2,2,2,0,2,0,1,0,2,0,1,0,0,1,1,2,1,1,2,1,0,1,0,0,1,0,0,0,1,1
Talia Carter,569,NA,2,0,2,0,0,1,2,0,2,1,2,2,2,2,2,0,0,0,1,0,1,0,0,2,1,2,2,0,0,0,0,1,1,0,0,0,2,0,1,1,2,0
Xavier Lessie,570,LPN,2,2,1,0,1,0,0,2,2,2,0,2,1,2,2,0,0,0,0,1,2,2,0,1,1,2,1,1,0,2,0,2,0,1,1,1,1,1,2,0,0,1
Deedee Enos,571,RN,1,2,1,1,2,0,2,2,1,0,2,1,2,1,2,1,2,0,2,2,1,2,1,2,2,2,2,1,2,0,2,2,1,2,2,0,2,1,2,2,0,0
Holden Lorenzo,572,LPN,1,2,2,1,2,1,0,0,0,2,0,0,0,1,1,2,0,2,0,2,2,2,1,1,1,2,2,1,2,1,0,0,2,1,2,0,1,2,2,0,2,2
Malcolm Summer,573,LPN,2,1,1,1,1,1,2,1,0,1,0,2,2,0,2,2,0,1,2,1,1,1,0,2,1,2,0,0,0,1,0,2,2,1,1,0,1,2,0,0,2,0
Ophelia Salvador,574,LPN,1,0,0,2,1,2,1,1,0,2,1,1,2,0,1,1,1,1,2,2,2,2,1,0,0,0,0,2,2,1,0,0,0,2,2,0,2,2,2,0,2,0
Twila Mary,575,LPN,0,1,0,2,1,1,1,2,0,1,1,0,2,2,0,0,0,2,1,0,0,0,0,2,1,2,0,2,2,0,2,2,0,1,1,1,2,1,1,2,1,1
Wayman Mariah,576,RN,1,0,1,1,0,0,1,0,0,0,1,0,1,2,2,1,2,2,1,0,1,2,2,1,1,1,2,1,0,2,2,1,0,1,0,0,0,2,1,0,2,2
Donovan Cecile,577,LPN,0,2,2,2,1,0,2,2,1,2,2,0,1,2,2,0,1,0,1,0,1,1,1,2,2,2,2,0,1,0,1,0,0,0,2,0,0,1,1,0,2,1
Camille Alta,578,LPN,0,1,0,1,0,1,1,2,2,2,1,0,2,1,0,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,1,0,0,0,1,0,2,0,1,0,1,1
Maybell Lulu,579,LPN,1,1,1,2,1,1,2,2,0,2,0,1,2,0,0,0,1,0,1,2,0,0,1,1,2,0,2,0,1,0,0,2,2,1,2,2,1,2,0,1,1,0
Al Alverta,580,RN,1,2,1,2,1,1,2,1,2,0,2,1,2,0,2,1,1,0,2,1,2,2,2,0,1,1,1,1,0,1,1,1,2,2,1,0,0,0,1,2,1,0
Rufus Clarance,581,LPN,2,0,0,0,1,2,1,2,2,1,1,2,2,1,2,1,0,0,1,1,1,2,0,1,0,2,2,0,1,1,2,2,0,2,0,1,1,0,1,1,0,0
Mitchell Berneice,582,NA,1,1,1,2,2,2,0,2,1,1,2,2,1,2,1,2,0,0,0,2,1,2,0,0,2,2,2,2,1,1,0,0,2,0,1,0,1,1,1,0,0,2
Bret Althea,583,LPN,0,2,1,2,2,1,2,2,2,2,2,1,1,0,0,1,1,2,2,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1
Oralia Bennie,584,RN,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,2,2,2,0,0,0,0,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,1,2,2,0,2
Jermaine Gena,585,RN,0,0,2,0,2,1,1,2,0,2,1,1,2,0,2,0,2,0,2,2,2,0,1,0,0,1,0,1,1,0,2,1,2,2,0,0,2,0,2,1,2,2
Ira Phoenix,586,LPN,1,1,1,0,1,2,0,1,0,2,2,1,1,1,1,1,2,1,1,1,2,1,0,0,1,2,0,1,0,0,0,0,2,2,2,1,1,1,0,2,1,2
Ward Eudora,587,RN,2,1,2,1,0,1,0,0,0,2,2,1,2,0,0,2,2,2,1,1,0,1,2,1,0,1,1,2,1,2,2,0,2,0,0,1,1,1,2,1,0,1
Luis Carroll,588,RN,1,0,2,1,2,2,1,0,0,2,1,2,0,1,1,1,0,1,2,2,0,2,0,0,1,1,2,0,2,0,1,1,1,2,1,1,0,2,2,2,2,2
Miriam Jo,589,LPN,0,1,2,0,2,2,2,0,0,1,1,2,2,2,2,1,0,2,0,1,2,1,1,2,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0
Lynwood Vina,590,NA,0,0,0,0,0,0,2,0,1,2,2,0,1,2,2,2,0,2,1,0,0,2,1,1,0,0,1,1,0,1,2,1,0,1,2,1,0,2,0,2,1,1
Adele Eddie,591,LPN,1,2,0,0,1,0,1,2,2,1,1,2,1,1,1,1,2,0,2,1,1,2,0,0,2,2,2,0,2,1,1,2,0,1,1,0,1,1,2,2,0,1
Douglas Ronan,592,NA,1,0,1,2,1,0,2,0,2,0,0,0,0,1,1,2,0,1,1,1,1,0,2,0,2,0,0,1,2,2,1,0,1,2,2,1,0,2,2,0,2,2
Tia Cloyd,593,LPN,1,1,1,2,2,0,1,2,1,1,0,2,2,1,2,1,0,1,1,1,2,0,2,0,1,0,1,2,1,1,0,2,1,2,1,0,2,1,1,0,0,2
Scarlett Hilton,594,LPN,2,1,1,2,2,1,0,2,0,0,0,2,2,0,2,2,0,2,0,1,1,1,1,1,0,1,0,2,0,0,1,1,1,2,1,2,0,2,1,0,2,2
Regis Isaias,595,NA,1,2,0,1,1,0,0,0,1,2,1,0,1,2,1,1,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,2,1,0
Roxanna Adrian,596,RN,1,0,2,2,0,0,0,1,0,2,1,2,2,2,0,0,0,1,1,0,1,2,2,2,0,0,1,2,0,2,1,1,1,0,0,2,0,0,0,1,0,2
Regina Edyth,597,NA,0,1,0,0,0,1,1,1,1,0,2,2,2,2,1,2,1,1,1,2,2,1,1,0,1,2,1,1,0,2,0,0,0,1,2,0,2,2,1,1,1,2
Williams Damon,598,RN,1,1,1,0,2,2,1,1,0,1,1,0,1,2,0,1,1,2,0,0,1,0,1,2,1,2,1,0,0,2,0,0,0,1,2,1,0,0,2,0,1,2
Aletha Ruby,599,LPN,0,2,1,1,1,1,1,1,1,2,2,0,2,1,0,2,0,0,0,1,0,0,2,2,2,1,2,1,0,2,1,1,2,0,1,0,2,0,2,2,0,1
Mable Casey,600,NA,1,2,0,1,2,0,0,0,2,2,0,0,1,1,1,2,2,2,1,2,0,2,1,1,0,0,1,1,0,0,2,2,2,0,0,2,2,1,2,2,0,2
Orion Tommie,601,RN,1,2,0,2,2,0,2,2,0,0,2,1,0,2,0,0,2,2,2,2,1,0,1,2,1,0,2,2,1,2,0,2,1,0,2,0,2,1,1,0,1,2
Elick Ilene,602,LPN,1,1,1,0,1,0,1,1,2,0,0,2,2,1,1,2,0,2,1,0,2,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,2,2,0,2,0
Etta Farrell,603,LPN,1,1,1,1,2,1,0,1,2,0,2,1,2,2,0,2,2,1,2,2,1,2,0,1,2,2,1,1,2,0,1,1,0,2,0,0,0,1,1,1,0,1
Marcel Karissa,604,NA,2,1,2,2,2,1,1,0,0,2,0,2,1,1,1,2,0,2,1,0,1,1,2,2,1,2,2,0,0,1,0,2,1,2,2,2,1,1,2,0,2,1
Danita Davis,605,LPN,0,1,1,1,2,2,1,1,0,0,0,0,1,1,2,1,2,2,2,1,2,1,0,0,2,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,1,1
Lynn Kara,606,RN,0,0,0,2,2,0,2,1,2,1,1,2,1,0,0,2,1,0,0,1,0,2,2,0,1,1,2,2,1,1,1,2,1,0,1,2,1,2,0,0,0,1
Elaine Allan,607,LPN,2,2,1,0,2,1,1,1,0,2,0,0,2,2,1,1,0,2,0,0,2,2,0,2,1,1,1,2,2,2,1,2,0,1,0,1,1,0,0,2,1,2
Casimer Omer,608,LPN,2,1,1,1,0,1,2,2,1,0,0,2,1,0,1,1,2,2,1,2,0,2,2,0,2,0,1,2,0,2,1,1,0,2,0,2,0,0,0,2,0,0
Alfredo Jewell,609,RN,0,1,2,0,2,1,0,1,1,2,1,0,2,0,2,2,1,1,2,1,1,1,0,0,1,1,2,0,2,0,2,2,1,1,0,0,1,1,2,0,1,2
Trent Hermine,610,NA,0,0,1,1,1,1,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,2,0,0,2,2,0,1,1,0,2,1,2,2,0,0,0,2,1,0,0,0
Edith Loren,611,LPN,2,2,0,2,0,1,2,1,0,2,2,0,2,0,2,0,2,2,0,0,2,0,0,2,0,0,1,1,0,0,2,0,0,2,1,2,0,0,1,2,1,0
Ardella Lillian,612,LPN,1,2,0,2,0,0,2,1,1,0,2,0,1,2,0,0,0,1,1,2,1,1,1,2,1,1,0,1,2,2,0,0,2,2,0,1,1,2,0,2,2,0
Dorothy Marion,613,LPN,2,2,0,0,1,1,0,0,1,1,0,2,1,1,1,1,0,1,2,1,0,2,0,0,1,0,2,0,1,2,0,1,0,2,1,1,1,0,0,2,2,0
Grover Wilfred,614,LPN,0,0,1,1,2,2,0,2,1,2,0,2,0,2,1,0,0,1,1,0,0,1,1,2,2,1,0,1,2,1,2,2,1,0,2,2,1,1,0,2,2,2
Myer Cary,615,RN,2,1,0,2,1,1,2,2,0,1,1,1,2,2,1,2,2,2,0,1,1,2,2,2,2,1,1,0,1,2,2,2,2,2,1,0,0,0,1,2,1,0
Edith Cindy,616,RN,0,1,0,0,1,1,1,0,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,1,2,0,0,1,0,0,2,0,1,1,0,0,2,2,1
Lyle Grace,617,NA,2,1,2,0,1,1,0,2,0,1,2,1,2,1,2,1,0,2,1,1,1,0,1,1,2,0,2,0,2,1,2,2,1,1,2,2,0,1,2,0,2,1
Shirlee William,618,LPN,0,0,1,2,1,1,1,0,1,1,0,1,1,1,2,2,2,0,1,1,1,2,2,1,2,1,1,0,0,2,2,0,2,0,2,1,0,1,2,0,2,1
Curtis Carmella,619,LPN,1,2,2,1,0,1,0,2,2,1,0,1,2,1,1,2,1,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
Murphy Gil,620,NA,1,1,2,0,0,2,0,2,1,2,2,1,2,0,1,0,0,0,0,1,1,2,0,2,1,1,0,0,2,1,1,0,1,0,0,2,1,2,0,2,2,1
Claudie Julius,621,NA,0,1,2,0,1,0,1,0,2,1,0,1,1,2,0,0,1,2,1,2,0,0,2,1,1,1,1,2,0,0,1,1,1,1,0,0,2,0,1,0,0,1
Cecil Newell,622,NA,2,2,1,1,1,0,2,1,0,0,0,1,1,1,1,1,2,1,1,0,1,2,1,1,0,1,2,1,2,1,0,1,0,0,0,0,1,1,2,1,2,2
Alice Benjamine,623,LPN,0,2,2,0,0,2,1,1,0,0,2,2,2,2,0,2,0,2,1,2,2,1,2,0,0,1,0,0,0,1,2,2,0,1,2,0,2,2,1,2,1,0
Leticia Essie,624,LPN,1,0,2,1,1,2,2,1,0,2,1,2,0,1,2,0,2,0,0,2,0,0,1,1,2,2,2,0,1,2,0,0,0,1,2,1,0,2,2,1,1,2
Warren Salvatore,625,LPN,2,1,2,1,0,0,2,1,0,0,2,0,1,1,1,1,2,1,0,1,2,2,2,1,2,1,0,0,2,0,1,0,2,1,2,0,1,0,2,0,2,2
Kimberlee Kelsey,626,RN,2,0,2,0,2,2,0,1,1,1,1,1,1,0,1,2,2,0,0,1,0,0,0,2,0,0,0,2,1,0,0,2,2,2,2,0,1,2,1,2,1,0
Latrell Marie,627,LPN,1,2,1,2,0,0,2,2,1,0,1,1,1,2,2,1,0,1,0,0,0,2,2,2,1,1,0,1,1,2,1,1,1,0,1,0,1,0,1,1,0,1
Leota Jo,628,LPN,1,2,0,2,1,1,2,1,0,2,1,1,1,0,2,1,0,0,2,1,0,0,0,2,2,2,1,2,1,1,2,1,0,1,1,1,1,2,0,0,2,2
Silas Edgar,629,RN,2,0,0,2,1,2,2,0,0,1,2,1,0,0,2,1,1,2,2,2,0,2,0,1,0,0,1,1,2,1,0,0,2,1,2,0,0,1,2,1,2,2
Amalia Kay,630,RN,0,0,2,2,0,0,2,2,1,1,0,1,1,2,2,1,1,2,2,1,1,0,0,0,0,2,0,1,0,0,2,0,2,2,0,1,0,2,2,1,1,2
Shelia Lorin,631,RN,2,0,1,1,2,0,2,1,1,2,0,2,0,0,1,2,0,2,0,2,0,2,0,1,2,2,1,1,1,1,2,1,0,1,0,1,2,1,0,2,1,1
Rex Jon,632,NA,0,1,0,1,2,1,0,1,0,0,2,0,2,2,0,0,2,2,2,0,1,0,0,2,2,1,0,1,0,2,2,0,1,1,0,1,2,0,0,1,0,1
Consuelo Jessica,633,RN,2,0,2,1,2,1,1,0,2,2,2,2,2,1,0,2,0,0,2,1,1,0,0,0,2,0,2,1,1,0,2,1,1,0,2,0,2,0,1,1,1,0
Cynthia Carol,634,RN,2,2,0,0,2,0,2,0,2,0,0,0,2,2,1,1,1,0,2,0,2,2,1,1,2,1,1,0,2,2,0,2,1,0,1,0,1,0,1,1,0,0
Lorraine Jill,635,RN,2,2,0,2,2,2,1,2,1,1,0,2,0,1,0,2,1,1,2,1,1,1,1,2,2,0,2,0,2,2,1,1,2,1,2,1,0,1,2,2,0,1
Jonnie Rodolfo,636,NA,1,1,2,0,2,2,2,1,0,1,0,0,2,1,2,2,1,1,2,1,1,0,2,2,0,2,1,1,1,0,2,1,1,2,2,0,0,1,0,0,2,1
Rory Jess,637,RN,0,2,2,1,2,1,1,0,1,1,1,2,1,1,0,2,2,1,2,2,0,0,2,2,1,0,0,1,0,2,0,1,2,1,1,0,2,1,1,1,2,0
Faith Bruce,638,LPN,0,0,2,1,1,2,0,1,1,1,2,0,1,0,0,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,0,2,0,2,1,1,1,0,1,2
Latonia Deborah,639,NA,0,2,0,0,1,1,0,0,1,0,0,0,1,2,1,0,2,1,0,2,2,0,1,1,1,0,2,2,1,2,1,1,2,2,0,0,2,0,1,2,1,0
Elisha Lonnie,640,RN,1,1,2,1,2,0,2,1,2,0,0,0,0,0,1,2,2,0,1,1,1,2,1,0,1,2,1,1,2,1,0,1,1,1,2,2,0,1,2,1,1,1
Corina Milburn,641,LPN,1,0,1,1,2,2,2,2,1,2,2,1,1,2,2,0,0,2,2,0,1,1,0,0,0,1,0,0,0,0,2,1,1,1,1,2,0,1,1,1,0,1
Charlotte Jean,642,LPN,2,2,0,2,1,0,0,2,1,2,1,1,0,1,2,0,1,0,0,2,1,0,1,2,1,0,2,1,1,2,2,1,2,2,1,2,2,0,1,0,0,2
Nell Laci,643,LPN,2,1,1,2,2,1,0,0,2,0,0,1,1,2,0,1,2,2,2,1,1,2,2,2,2,0,2,1,0,0,2,1,1,1,2,0,1,1,2,2,2,2
Ned Carson,644,RN,0,1,0,1,0,0,1,0,1,2,0,0,0,1,2,0,1,1,1,0,2,0,2,0,0,2,0,2,0,0,1,2,1,1,2,0,1,0,2,2,0,0
Jason Sim,645,RN,0,0,2,2,1,1,0,1,2,1,2,1,0,2,2,2,2,1,0,2,0,1,2,0,2,1,2,0,1,2,0,1,0,2,2,1,1,1,0,0,0,1
Lesley Eugene,646,NA,0,0,0,2,0,2,0,2,1,1,2,0,0,0,0,2,1,0,1,2,1,1,1,0,1,1,1,2,2,1,2,2,2,1,2,0,1,2,1,2,0,2
Ginny Dudley,647,NA,1,0,2,0,1,1,0,0,2,1,2,0,1,2,1,2,1,0,0,1,2,1,2,0,0,0,2,0,2,2,1,2,2,0,0,0,1,2,1,1,1,1
Roderick Malinda,648,LPN,0,2,2,0,2,2,2,0,2,0,0,1,0,2,1,2,0,2,0,2,0,1,1,2,2,1,1,1,0,1,1,0,0,0,2,1,2,1,2,0,2,2
Irvin Eloy,649,RN,1,0,2,1,2,1,0,1,2,2,1,1,0,2,1,2,1,2,1,1,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,1,0,2,0,0,1,1
Jess Coy,650,RN,1,2,2,2,2,1,0,0,1,1,0,2,0,1,2,0,0,1,1,0,2,0,0,0,2,1,2,2,0,1,2,2,0,1,0,1,0,1,1,0,1,1
Alfredo Juliet,651,RN,1,2,1,2,1,0,0,2,0,0,2,2,1,0,0,0,1,0,2,0,2,1,2,2,1,2,1,2,0,0,1,2,1,0,2,1,1,1,0,2,0,2
Jayden Deanne,652,LPN,0,2,2,2,2,0,2,1,0,1,0,0,1,2,0,0,1,0,1,1,0,1,2,0,1,2,1,0,1,1,0,2,1,0,1,1,1,1,1,0,2,1
Alva Mafalda,653,RN,1,1,0,0,1,0,0,1,2,1,1,1,1,1,1,2,1,1,1,0,2,0,0,1,0,0,2,1,1,2,1,1,2,1,1,2,0,2,1,2,1,2
Orval Christene,654,NA,1,2,0,2,1,2,0,0,0,1,1,0,2,1,0,2,1,1,1,1,0,1,0,0,0,2,1,0,1,2,2,2,2,1,2,0,0,2,0,0,0,0
Benjamin Ivory,655,NA,2,0,0,1,0,1,1,1,0,2,2,2,0,0,0,0,1,1,0,1,1,1,2,2,0,0,2,1,0,0,0,1,0,0,2,1,0,0,2,2,0,1
Prudence Carey,656,RN,1,2,2,1,1,2,2,0,1,2,2,1,0,0,2,1,1,0,1,1,0,1,0,2,2,0,1,0,1,0,1,2,0,2,2,1,1,1,1,0,2,2
Gabrielle Marcel,657,RN,0,2,0,2,2,1,0,2,2,1,0,0,1,1,0,1,0,2,2,1,1,2,2,0,0,2,2,2,2,2,2,0,2,1,1,0,2,1,2,0,1,1
Scott Gertrude,658,LPN,0,2,2,1,0,0,1,1,0,1,2,0,2,2,1,2,1,1,1,1,0,0,2,2,2,1,1,0,2,2,2,0,1,2,1,2,0,0,2,1,0,2
Kenny Consuelo,659,RN,2,2,1,0,1,0,0,1,0,0,2,1,2,2,1,1,0,2,0,0,1,0,2,2,0,2,2,0,0,1,0,1,0,0,1,2,2,1,2,1,1,1
Tonya Don,660,RN,2,0,0,1,1,2,1,1,0,0,2,2,0,2,0,0,0,2,0,1,0,0,0,2,2,2,1,2,2,2,1,1,1,1,2,1,2,0,1,0,2,1
Wilmer Lilian,661,RN,0,1,2,0,0,0,1,2,1,0,1,2,2,0,1,0,1,2,0,2,0,2,0,0,2,0,1,0,2,0,1,1,0,0,2,0,2,2,1,1,0,0
Deborah Colt,662,NA,0,0,0,1,2,1,1,2,0,2,2,1,1,0,0,2,1,0,1,1,0,2,2,1,2,2,1,0,0,1,0,0,1,2,0,1,0,1,0,2,0,2
Dane Brandt,663,LPN,2,2,0,2,0,0,1,2,1,1,2,0,0,0,1,2,2,1,0,0,0,2,0,2,2,0,2,1,0,1,1,1,1,0,2,0,2,1,2,2,2,2
Shannon Lenore,664,RN,1,2,2,0,0,2,2,1,0,1,0,1,0,1,1,0,2,0,0,0,1,0,1,1,2,2,1,2,2,1,0,1,2,2,0,2,2,2,2,1,0,0
Faustino Anna,665,NA,1,0,2,0,1,2,0,0,1,2,2,2,1,1,2,2,0,0,1,0,1,0,0,1,0,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,2,1
Mason Natalie,666,RN,2,0,2,2,0,0,0,0,1,0,1,1,0,2,0,0,1,2,0,0,1,1,0,0,1,2,0,2,2,2,2,1,1,2,2,2,0,2,1,0,1,1
Rene Dana,667,LPN,2,0,1,2,1,1,2,0,1,1,1,1,0,2,2,0,0,1,2,2,1,1,2,1,2,0,1,1,1,0,1,1,0,2,1,0,1,2,2,2,0,1
Robbie Wayne,668,RN,1,0,0,0,0,1,0,1,2,1,1,2,2,1,2,0,2,1,0,0,0,2,2,2,2,1,1,1,0,0,0,1,2,0,2,0,0,2,2,0,0,2
Mike Eula,669,LPN,1,1,1,2,0,0,2,1,2,1,1,0,2,1,1,0,0,2,0,0,2,1,2,2,0,2,0,0,2,0,0,1,1,2,2,1,0,2,1,0,2,0
Eve Taylor,670,NA,1,1,2,2,0,1,2,0,2,0,2,0,1,1,1,1,0,1,1,1,2,1,2,1,2,1,2,0,2,2,0,0,0,1,0,1,0,0,1,0,2,2
Clark Grant,671,LPN,1,1,2,2,0,0,2,2,1,0,1,1,1,0,1,0,0,1,2,2,2,1,2,2,0,0,0,2,2,1,0,1,1,0,2,0,0,2,0,0,0,0
Albertha Orson,672,NA,1,0,0,2,1,2,1,0,0,0,0,1,1,2,2,0,2,0,1,1,2,2,1,2,2,2,1,2,2,2,0,0,1,1,2,1,2,2,2,0,2,1
Sydney Hiram,673,LPN,2,2,2,2,1,0,2,0,0,2,0,0,0,1,2,0,2,2,2,0,2,1,1,0,1,1,1,1,2,0,2,2,1,0,0,2,2,1,0,0,1,0
Cedrick Aurelio,674,RN,1,1,2,1,1,2,1,1,2,2,1,1,0,0,1,1,0,2,2,0,2,1,1,1,1,0,1,1,0,2,1,2,1,1,2,1,2,0,2,2,1,2
Jodie Floy,675,RN,2,1,1,1,1,2,2,0,1,1,2,1,1,2,2,2,1,1,1,2,0,2,0,0,1,1,1,0,0,2,0,2,1,0,0,1,1,0,2,1,0,2
Trever Rachel,676,RN,1,1,0,1,1,1,1,1,1,2,1,2,0,2,1,2,0,0,1,0,2,2,1,1,0,2,0,1,1,0,1,0,0,0,1,1,0,2,2,2,1,1
Nicholas Ashley,677,LPN,0,1,0,1,1,2,1,0,1,1,1,2,2,1,2,0,2,0,1,1,2,2,1,2,2,1,0,1,2,0,1,2,0,0,0,2,0,0,2,1,2,1
Sonja Marla,678,LPN,2,2,2,0,2,0,1,0,2,0,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,1,2,2,0,0,1,2,0,0,0,1,2,2,2
Imogene Destini,679,RN,0,0,2,2,0,1,1,2,1,1,2,0,1,0,1,1,2,1,0,1,1,2,0,0,2,1,2,1,2,0,1,2,0,0,1,2,2,1,0,0,0,1
Mickey Norman,680,LPN,1,0,1,2,2,0,2,0,0,0,1,0,2,1,2,1,0,1,1,1,2,0,1,2,1,2,1,1,1,0,1,1,0,2,2,2,0,2,1,1,1,2
Artie Liza,681,RN,0,1,1,1,1,2,0,0,0,2,2,2,2,0,0,1,2,0,1,0,1,1,0,2,2,2,2,1,2,0,1,2,2,1,1,1,0,2,0,0,0,1
Exie Dwane,682,RN,2,1,1,0,1,2,1,0,2,1,2,0,0,1,1,1,2,2,0,2,2,1,1,0,1,0,0,2,0,1,0,2,0,2,1,1,2,1,2,1,1,2
Alphonso Alvis,683,RN,2,2,1,2,0,1,2,2,0,2,2,2,2,1,2,2,0,0,1,0,0,1,2,0,0,0,0,2,2,2,0,0,1,0,1,2,1,1,2,1,0,2
Selina Carlos,684,NA,2,0,1,0,2,2,0,2,2,0,0,0,1,1,2,2,0,2,2,0,0,2,2,2,2,2,2,2,0,1,0,2,2,1,0,0,2,1,1,2,1,0
Susannah Arlene,685,RN,0,1,2,2,1,0,1,2,2,2,2,1,0,1,2,0,2,0,2,1,1,1,1,1,0,1,0,0,2,2,1,1,1,0,2,2,1,1,1,2,1,1
Nikki Marlon,686,NA,2,1,1,1,2,2,0,1,2,1,1,0,0,2,1,1,2,1,1,2,1,2,2,1,2,2,0,1,1,1,2,0,1,0,0,0,2,0,1,2,2,2
Ray Ellis,687,LPN,2,0,2,2,0,0,2,1,2,2,2,0,0,2,0,2,2,0,0,1,0,0,1,1,2,2,1,2,0,1,0,2,2,2,0,2,1,2,2,2,2,1
Lelia Grover,688,NA,2,2,1,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,1,1,2,1,1,2,1,0,0,0,0,1,2,2,1,1,1,1,0,1,2
Barnett Titus,689,LPN,2,2,0,1,2,0,1,2,0,1,2,1,0,0,0,2,0,2,0,2,2,0,1,0,2,2,0,0,1,1,0,0,1,0,1,0,0,2,0,1,2,0
Alvina Lauren,690,LPN,1,2,1,0,1,2,1,1,0,1,1,2,0,1,2,1,2,0,1,0,2,2,0,0,2,2,0,2,0,2,2,2,0,0,2,0,1,1,1,0,1,1
Raymond Chester,691,RN,0,0,0,2,0,0,0,0,0,1,0,2,2,1,1,1,2,2,2,2,1,2,0,1,1,2,1,2,2,2,1,2,0,0,1,2,1,2,1,0,0,1
Linwood Angel,692,RN,0,1,0,0,0,0,2,2,2,2,0,0,1,2,0,1,1,0,0,1,2,1,2,2,1,0,0,0,2,0,0,1,1,0,1,2,2,2,0,1,1,1
Rosanna Mathew,693,NA,0,1,2,1,2,1,2,0,2,2,0,2,1,2,0,2,0,1,1,1,0,1,2,1,2,0,1,1,1,2,0,1,0,1,1,0,2,0,0,1,0,0
Minerva Sarah,694,NA,1,0,0,2,2,0,2,2,1,2,1,0,1,1,2,1,2,2,0,2,0,0,0,1,1,0,2,2,0,1,2,1,2,1,2,2,2,0,0,0,2,2
Tricia Rocio,695,LPN,0,2,2,2,0,1,0,1,2,2,1,0,0,1,1,0,0,2,1,1,1,0,1,0,1,2,2,1,2,0,1,1,0,1,2,1,2,2,1,2,2,0
Bernadette Mary,696,LPN,2,2,1,2,0,1,0,0,1,2,2,0,1,2,1,1,1,2,0,2,2,0,0,0,1,2,2,0,2,1,2,1,0,0,0,0,1,0,1,1,2,0
Elwin Nolan,697,RN,2,0,2,2,1,2,2,0,0,2,1,2,0,0,1,1,2,0,0,2,0,1,1,1,2,2,0,1,0,0,1,1,0,1,1,2,2,1,2,2,1,2
Roma Axel,698,RN,1,1,1,2,2,2,2,1,1,1,1,1,0,1,0,1,0,2,1,1,2,1,0,1,2,0,1,1,1,1,0,0,1,1,0,1,1,2,2,1,1,2
Wells Kathrine,699,RN,1,1,1,0,0,0,1,2,2,1,0,2,0,0,1,0,1,1,2,2,1,0,1,0,2,1,0,2,1,1,2,2,2,0,0,1,2,1,1,1,1,1
Ora Velma,700,LPN,2,1,0,0,0,2,2,1,0,1,1,1,1,0,0,1,1,0,2,1,1,2,0,1,0,1,1,0,2,0,2,0,0,0,0,2,0,2,1,0,0,0
Beryl Andreas,701,RN,0,0,0,0,2,0,0,0,1,0,2,1,1,0,1,2,1,2,2,2,1,2,1,0,2,2,1,0,1,1,0,0,2,2,2,1,1,2,1,1,1,0
Tommie Arturo,702,RN,2,0,1,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,2,0,2,1,0,0,0,1,0,2,0,0,1,0
Ashleigh Drew,703,NA,2,2,2,2,2,2,1,1,0,1,2,0,1,1,0,1,2,1,1,2,1,1,0,1,2,2,0,0,0,0,2,2,1,2,2,2,2,2,0,1,0,2
Emilie Verlie,704,LPN,2,2,0,2,0,2,0,1,1,2,0,1,2,0,2,0,0,2,2,1,0,0,2,2,0,1,2,0,0,2,0,0,0,0,1,1,1,2,1,1,0,2
Daphne Alma,705,LPN,2,2,0,1,2,1,0,0,1,2,1,1,2,1,0,2,0,1,2,1,1,2,0,0,0,2,2,0,1,2,2,2,1,2,2,2,2,1,0,2,2,0
Rhianna Carmen,706,RN,2,1,2,2,0,2,2,0,0,2,0,1,0,1,2,0,1,1,0,1,2,0,2,1,2,1,1,2,0,1,0,0,1,0,2,1,0,2,1,2,2,2
